ID_Data,ID,ILs,Cite,Temperatura_K,Critical_temperature_K,Reduced_Temperature,Pressure_kPa,MW,c(-CH3),c(-CH2-),c(-OH),c(-NH3),c(>N-),c(-P),c(-S-),cr(-CH2-),cr(=CH-),cr(=C<),cr(>N-),cr(=N-),a(-CH3),a(-CH2-),a(>CH-),a(>C<),a(-OH),a(-O-),a(-COO-),a(=O) Other,a(-NH2),a(-NH-),a(>N-),a(-CN),a(-F),a(-Cl),a(-Br),a(-P),a(-B),a(-S-),a(-SO2-),a(-Sb),Thermal_conductivity_W_mK
1,1,['1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermal conductivity of ionic liquids under pressure"", Yebra, Francisco; Troncoso, Jacobo; Romani, Luis (2020) Fluid Phase Equilib. 515, 112573.",283.15,1209.164752,0.234169909,100,422.4,2,3,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1132
467,30,['trihexyl(tetradecyl)phosphonium octanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",347.76,1448.913802,0.240014278,101.325,627.08,4,28,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151
468,30,['trihexyl(tetradecyl)phosphonium octanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",358.08,1448.913802,0.247136855,101.325,627.08,4,28,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
469,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",278.09,1525.5341,0.182290255,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1601
470,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",288,1525.5341,0.18878634,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1591
471,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",297.79,1525.5341,0.195203765,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1571
472,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",308.16,1525.5341,0.202001384,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154
473,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",318.13,1525.5341,0.2085368,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154
474,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",326.82,1525.5341,0.214233166,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1535
475,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",338.5,1525.5341,0.221889501,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151
476,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",347.3,1525.5341,0.227657972,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
477,31,['trihexyltetradecylphosphonium decanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",358.21,1525.5341,0.234809566,101.325,655.13,4,28,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149
478,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",277.77,1310.352664,0.211981101,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
479,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",288.17,1310.352664,0.219917895,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159
480,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",298.48,1310.352664,0.227786006,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1566
481,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",306.44,1310.352664,0.233860707,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1553
482,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",318.11,1310.352664,0.242766706,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1543
483,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",327.69,1310.352664,0.250077715,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153
484,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",336.59,1310.352664,0.25686978,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151
485,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",348.16,1310.352664,0.265699464,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
486,32,['trihexyl(tetradecyl)phosphonium butyrate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",355.83,1310.352664,0.27155285,101.325,570.97,4,28,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149
487,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",278.22,1377.435877,0.201983994,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1591
488,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",287.73,1377.435877,0.208888127,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157
489,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",298.98,1377.435877,0.217055476,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156
490,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",307.3,1377.435877,0.223095685,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155
491,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",318.15,1377.435877,0.230972639,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153
492,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",329.17,1377.435877,0.238973012,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151
493,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",336.96,1377.435877,0.244628447,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
494,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",347.73,1377.435877,0.252447323,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
495,33,['trihexyl(tetradecyl)phosphonium hexanoate'],"""A new insight into pure and water-saturated quaternary phosphonium-based carboxylate ionic liquids: Density, heat capacity, ionic conductivity, thermogravimetric analysis, thermal conductivity and viscosity"", Oster, K.; Goodrich, P.; Jacquemin, J.; Hardacre, C.; Ribeiro, A.P.C.; Elsinawi, A. (2018) J. Chem. Thermodyn. 121, 97-111.",357.74,1377.435877,0.259714449,101.325,599.02,4,28,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148
496,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",285.54,1292.778631,0.220873081,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1242
497,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",295.26,1292.778631,0.22839177,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.125
498,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",304.95,1292.778631,0.235887253,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1249
499,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",305.14,1292.778631,0.236034223,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1249
500,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",315.46,1292.778631,0.244017028,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1264
501,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",325.63,1292.778631,0.251883804,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1268
502,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",335.67,1292.778631,0.259650022,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1281
503,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",345.9,1292.778631,0.26756321,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.1286
504,34,['1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide'],"""Thermophysical Properties of 1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, [C_6mim] [(CF_3SO_2)_2N] New Data, Reference Data, and Reference Correlations"", Paredes, X.; Queiros, C.S.G.P.; Santos, F.J.V.; Santos, A.F.; Santos, M.S.C.S.; Lourenco, M. J. V.; Castro, C.A. Nieto de (2020) J. Phys. Chem. Ref. Data 49, 043101.",355.87,1292.778631,0.27527528,101.325,447.41,2,5,0,0,0,0,0,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,6,0,0,0,0,0,2,0,0.128
505,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",294.7,643.1791091,0.458192743,100,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.169
506,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",294.7,643.1791091,0.458192743,10000,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.171
507,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",294.7,643.1791091,0.458192743,20000,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.173
508,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",314.8,643.1791091,0.489443758,100,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.169
509,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",314.8,643.1791091,0.489443758,10000,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.171
510,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",314.8,643.1791091,0.489443758,20000,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.173
511,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",334.9,643.1791091,0.520694773,100,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.168
512,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",334.9,643.1791091,0.520694773,10000,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.171
513,35,['1-butyl-3-methylimidazolium tetrafluoroborate'],"""Measurements of Thermal Conductivity of 1-Butyl-3-methylimidazolium Tetrafluoroborate at High Pressure "", Tomida, D.; Kenmochi, S.; Tsukada, T.; Yokoyama, C. (2006) Netsu Bussei 20, 173-178.",334.9,643.1791091,0.520694773,20000,226.03,2,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0.173
